Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV X2 
0.304 0.022 0.42166666666666663 7.42e-05 0.0023 4.014 normal 0.9875047594485812 1.0010719919255735 63.82765410181153
0.304 0.022 0.42166666666666663 7.42e-05 0.0022500000000000003 4.014 normal 0.9857827439264455 1.0009716891591762 84.70480937230371
0.304 0.022 0.42166666666666663 7.42e-05 0.0024000000000000002 4.014 normal 0.9897679551666775 1.001340367164347 27.85895677689191
0.304 0.022 0.42166666666666663 7.42e-05 0.00235 4.014 normal 0.9884518047774765 1.0011558190995147 44.62960572730331
0.304 0.022 0.42166666666666663 7.42e-05 0.00245 4.014 normal 0.9910229564418978 1.0017736459897806 16.262373361289107
0.304 0.022 0.42166666666666663 7.42e-05 0.0026 4.014 normal 0.9944807395237734 1.0032292090578785 25.072314310420825
0.304 0.022 0.42166666666666663 7.42e-05 0.0025 4.014 normal 0.9923697108911249 1.002356056157048 11.974985525594645
0.304 0.022 0.42166666666666663 7.42e-05 0.00255 4.014 normal 0.992999739787892 1.0029238875732642 15.531182538276752
0.304 0.022 0.42166666666666663 7.42e-05 0.00265 4.014 normal 0.996983976585856 1.0034885223552352 38.234165220972756
0.304 0.022 0.42166666666666663 7.42e-05 0.00275 4.014 normal 0.9970193421101611 1.0037300997057974 71.3142437542445
0.304 0.022 0.42166666666666663 7.42e-05 0.0027 4.014 normal 0.997089699600686 1.0035246553872095 53.883740030741045
0.304 0.022 0.42166666666666663 7.42e-05 0.003 4.014 normal 1.0047467881359469 1.0049932217005884 170.52877269179405
0.304 0.022 0.42166666666666663 7.42e-05 0.0029000000000000002 4.014 normal 1.0040101763407356 1.0044850151466436 128.33359458826587
0.304 0.022 0.42166666666666663 7.42e-05 0.0028 4.014 normal 0.9969427870594916 1.0040249388248548 89.88611721598744
0.304 0.022 0.42166666666666663 7.42e-05 0.00285 4.014 normal 1.003510754606076 1.0041252986658136 108.60879995917435
0.304 0.022 0.42166666666666663 7.42e-05 0.00295 4.014 normal 1.0043941050501135 1.004762478681054 148.7939886445883
0.304 0.022 0.43833333333333335 7.42e-05 0.0021 4.014 normal 0.9857335215292611 1.0005888521643342 159.25925289086948
0.304 0.022 0.43833333333333335 7.42e-05 0.0022 4.014 normal 0.988254713699163 1.0018678758287491 106.22195861568656
0.304 0.022 0.43833333333333335 7.42e-05 0.0022500000000000003 4.014 normal 0.9884829808627367 1.0021235601502019 83.70621986227526
0.304 0.022 0.43833333333333335 7.42e-05 0.00215 4.014 normal 0.9865002709766468 1.0013103016341394 129.92946573759895
0.304 0.022 0.43833333333333335 7.42e-05 0.00205 4.014 normal 0.9841526661283203 1.0000829696356706 195.69356566391346
0.304 0.022 0.43833333333333335 7.42e-05 0.002 4.014 normal 0.9833849870768774 0.9998381230847317 237.34577409971956
0.304 0.022 0.43833333333333335 7.42e-05 0.0023 4.014 normal 0.9901269861697812 1.0022888284494456 62.5109279499415
